company,job_name,salary,city,work_year,education,job_description
商富贷网络运营中心招聘,数据分析专员,6k-8k,杭州,经验1-3年,学历不限,"<div>
        <p>工作内容：<br>1、负责业务相关数据的提取、整理、分析工作，提升数据分析质量和时效性；<br>2、根据公司需要寻找和采集相关数据，对原始数据进行清理、甄别、归类和整合；<br>3、日常数据以周、月、季、半年、年为单位进行总结分析；<br>4、配合平台产品或业务线对用户数据进行深度分析与挖掘，提供数据支撑和可行性方案<br>任职要求：<br>1、计算机、统计、数学、信息技术等专业，有直接的数据分析工作经历，1-3年电子商务、金融产品工作经验为佳，能独立开展工作；<br>2、具备大数据的处理能力，掌握SQL等相关数据提取工具，熟练操作excel、PPT等工具；熟悉各类数据可视化图表，能应用可视化工具分析数据；<br>3、具备较强的数据分析能力、逻辑思维能力、沟通能力，热爱数据，喜欢迎接挑战和承担责任，积极主动，高效的执行力，有目标感，积极乐观</p>
        </div>"
爱奇艺招聘,游戏-项目管理助理&数...,8k-15k,上海,经验1-3年,本科及以上,"<div>
        <p>岗位职责：<br>1、负责游戏整体的数据统计及同比环比等分析工作；<br>2、负责所有游戏项目的进度追踪和情况分析工作；<br>3、负责将项目情况及数据情况汇总为PPT进行分析和汇报；<br>4、负责了解行业最新动态，进行收集、汇总及汇报；<br>5、负责业务线汇报时的PPT制作等工作。<br>任职资格：<br>1、本科及以上学历，一年以上游戏行业工作经验，有做数据分析或发行助理工作经验者优先；<br>2、熟悉了解手游行业最新动态和行业模式；<br>3、熟练运用PPT等办公软件，能独立制作PPT进行汇报；<br>4、熟练运用数据统计相关软件，能独立分析数据及找到问题；<br>5、做事认真仔细负责，有强烈的责任心，沟通能力较好。</p>
        </div>"
小黑鱼科技有限公司征信部招聘,风控建模数据分析专家,20k-35k,上海,经验3-5年,本科及以上,"<div>
        <p>岗位职责<br>1）负责信用评分、风险预警、黑名单等标准化信用产品的开发<br>2）负责公司积累的大数据的分析挖掘<br>3）跨步部门合作数据分析工作，引领变化，提出需求，迭代优化，支持数据产品开发<br>4）负责与科研机构或商业伙伴合作数据分析和建模项目</p>
<p>任职资格:<br>1）数学、统计、计算机、金融等相关专业研究生<br>2）具有2年以上银行、消金、互金、大数据等公司数据分析、建模、数据产品等工作经验。<br>3）掌握常用数据处理和建模原理及技术<br>4）有大数据分析处理经验、评分模型开发经验、机器学习产品项目经验的加分<br>5）有算法大赛、数据科学竞赛参赛经验，以及技术博客分享习惯的加分</p>

        </div>"
文轩在线运行管理部招聘,数据分析师,8k-12k,成都,经验1-3年,硕士及以上,"<div>
        <p>一、<strong>岗位描述</strong>：</p>
<p>1、负责构建数据分析与数据挖掘业务分析体系，整体架构设计，规划，充分发挥数据的价值，提高数据质量，对数据库信息进行深度挖掘和有效利用，充分实现数据的商业价值；</p>
<p>2、基于数据分析，结合公司战略，业务发展的深入理解，整合资源完成季度、年底运营分析报告；</p>
<p>3、能够利用数学统计模型前瞻性的发现企业管理的潜在需求；深入理解公司战略，通过数据挖掘和分析，为公司管理层提供决策支持。</p>
<p>4、负责借助技术手段准确、详细和及时地了解行业状况和变化趋势，高效的进行数据处理；</p>
<p>5、负责公司运营情况的数据统计，定期提供公司日常报表，包括数据日报、周报、月报；</p>
<p>6、发现运营指标数据异常波动，负责分析与原因查找并得出结论；</p>
<p>  </p>
<p>二、岗位要求：</p>
<p>1、有互联网行业经验者优先；</p>
<p>2、硕士以上学历，计算机、数学、统计、信息技术等相关专业，一年及以上工作经验；（学历不符合，勿投）</p>
<p>3、熟练操作excel、SAS/SPSS/MATLAB、PPT等统计分析软件办公软件，有ERP或BI领域工作经验者优先考虑，熟练使用SQL，熟悉至少一种数据库软件，如：oracle、mysql、sql serve；</p>
<p>4、具有独立的调研与分析研究能力，能够熟练运用相关软件进行数据建模与分析</p>
<p>5、逻辑思维清晰，对数据敏感且能快速响应，具备极强的数据处理、分析及挖掘能力；</p>
<p>6、对统计学及数据挖掘算法原理有较为深刻的理解；</p>
<p><br></p>
<p>我们还希望你：</p>
<p>1、富有敬业精神，有强烈的责任心和进取心</p>
<p>2、具有独立的调研与分析研究能力</p>
<p>3、具有较强的文字表达和PPT报告撰写能力</p>
<p>4、具备较强的逻辑思维能力、良好的沟通能力和创新能力</p>
<p>5、做事态度仔细严谨，具有良好的团队协作精神</p>
<p><br></p>
<p>福利待遇 </p>
<p>双休+朝九晚五+五险一金+有竞争力的薪资+完善的培训体系+宽广的晋升空间+其他（工作餐、节日福利、生日福利、年度体检等等）</p>
<p><br></p>
<p>体验互联网行业日新月异的变化，最大限度的发挥个人潜能，培养拥抱变化的能力~</p>
<p>热情友善的工作生活环境，一群充满智慧和激情的小伙伴，近距离亲近行业能手们，在书香的氛围中提升职业能力！</p>

        </div>"
恒大珠三角公司大数据部招聘,数据分析,5k-7k,广州,经验1-3年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、负责开拓采集公司需要的数据资源，并对采集的数据进行整理，跟踪和维护；<br>2、统计市场数据，撰写市场报告；<br>3、熟悉房地产开发流程；<br>4、其他公司领导交办事项；<br>5、接受公司出差或者短期派驻安排。</p>
<p><br></p>
<p>岗位要求：</p>
<p>1、全日制本科及以上学历，投资学、统计学、市场营销、城市规划等相关专业；<br>2、具备信息收集能力、市场洞察能力，熟悉市场调研的方法及流程，熟悉使用各种调研工具；<br>3、熟练使用各类办公软件，性格沉稳，做事细心耐心，具有较强的责任感和上进心;<br>4、服从公司安排，能接受出差；<br>5、投资拓展、营销市场调研工作经验优先。</p>
        </div>"
上海承泰信息科技股份公司运营部招聘,数据分析,10k-15k,上海,经验1-3年,学历不限,"<div>
        <p>岗位职责：<br>1、项目的需求调研、数据分析、商业分析和数据挖掘模型等；<br>2、主导数据挖掘模型的构建、维护、部署和评估；<br>3、整理编写业务数据分析报告，及时发现和分析其中隐含的变化和问题，为业务发展提供决策支持；<br>4、支持业务部门提供数据分析服务，与业务部门合作开展业务专题分析；<br>5、支持对外各部门产品，处理和研究的工作需求。<br><br>技能要求：<br>1.统计学、经济学，数学或相关专业本科及以上学位；研究生优先；</p>
<p>2.工作1年及以上工作经验。<br>3.熟练掌握各类统计及计量经济学模型；熟练运用R/EXCLE/SAS/MATLAB/STATA等统计软件；<br>4.了解产业分析相关知识，或对产业分析有强烈兴趣；<br>5.具备良好的逻辑思维能力及优秀的问题解决能力；<br>6.有大数据挖掘、建模、分析相关方面的经验者优先；</p>

        </div>"
圆周绿电商招聘,电商商品数据分析员/商品助理,5k-8k,广州,经验1-3年,大专及以上,"<div>
        <p>岗位职责：</p>
<p>1、协调、统筹各店铺的货品调配；</p>
<p>2、根据店铺实际需求进行货品补货、调拨、追单、退货，保持店铺商品库销比的合理性；</p>
<p>3、定期对店铺的销售和库存做信息收集与分析，每周、每月数据分析与报表的制作。结合各阶段销售运作情况实时提供货品促销建议；</p>
<p>4、保持店铺商品库销比的合理性新店开业货品的下单与跟进；</p>
<p> </p>
<p>任职要求：</p>
<p>1、大专及以上学历，1年以上相关经验；服装、计算机应用、统计、财务、数学应用等专业优先；</p>
<p>2、熟练使用excel办公工具，熟练使用进销存及各类分析软件；</p>
<p>3、工作认真积极，责任心强，沟通能力和理解能力强，处事灵活，协调能力佳，有良好的团队合作精神；</p>
<p>4、适应电子商务快节奏工作方式，能承受一定的工作压力；</p>
<p>5、有天猫、京东等平台商品规划工作经验优先；</p>
<p>6、有百胜系统管理经验优先；</p>

        </div>"
信美分期市场部招聘,运营数据分析专员,5k-6k,深圳,经验1-3年,本科及以上,"<div>
        <p>【你要做什么】</p>
<p>1、负责业务数据整理，推进部门分析体系建设。</p>
<p>2、跟进业务数据需求，统计各类数据，为业务决策提供依据。</p>
<p>3、参与业务运营，专题分析，并输出分析报告，推进业务运营。</p>
<p><br></p>
<p>【我们要寻找的人】</p>
<p>1、本科及以上学历，数学、统计学优先考虑，1年以上数据分析工作经验；</p>
<p>2、熟练操作EXCEL（常规函数、数据透视表、图标制作等），可以用PPT撰写分析报告；</p>
<p>3、熟练使用sql、python，工作中有python应用经验；</p>
<p>4、熟悉数据挖掘及机器学习相关算法；</p>
<p><br></p>
<p>【你能得到什么】</p>
<p>1、海量数据分析处理，玩转Excel与数据库,不断提高数据思维能力；</p>
<p>2、从用户行为、产品、运营角度深入业务学习，了解业务市场；</p>
<p>3、升级打怪，向高级数据分析师进阶。</p>

        </div>"
国美金控数据中心招聘,数据分析师,15k-25k,北京,经验3-5年,本科及以上,"<div>
        <p>岗位职责:<br> 1.集团常规性和专题性的数据分析,对公司全业务链的核心数据进行监控,及时洞察数据波动并通过深入分析了解原因,建立良好的核心数据监测和汇报机制。<br> 2.和产品、运营、财务、风控、研发团队紧密结合，为业务团队决策提供充分的数据支撑，并推动相关分析结论的落地。<br> 3.负责规划从产品的行为日志埋点设计到与用户交易数据的打通的数据底层体系，并建立覆盖运营活动、渠道评估、产品优化、到用户整个生命周期的分析体系。<br> 4.针对不同应用场景和业务形态，完成从业务到数据的分析转化，产出各类深入分析策略。<br> <br> 职位要求：<br> 1.本科学历，5年以上相关经验；或硕士学历，3年以上相关经验。<br> 2.有金融背景者优先，有金融业务分析经验的其他几项技能相对较弱亦可。<br> 3.良好的数据敏感度，能从海量数据提炼核心结果。<br> 4.能熟练使用sql/hql，了解SAS/SPSS/R等分析工具、数据分析技术（聚类分析、回归分析、决策树等）等常规的数据分析方法。<br> 5.良好的逻辑思维与表达能力，善于总结提炼，能用简单语言表述复杂结论。<br> 6.为人真诚、热情、乐观，具有良好的合作性和执行力。</p>
        </div>"
易联汇华运营部招聘,数据分析师,9k-15k,北京,经验1-3年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、能利用数据分析手段，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析，并通过分析潜在业务机会给出建议；</p>
<p>2、理解业务方向和战略，为公司运营决策、产品方向、销售策略提供数据支持及建议；</p>
<p>3、整理并分析网站数据，撰写分析报告，从数据的角度给出运营建议</p>
<p>4、建立数据分析系统，找出关键点并提出改进方案，不断改进优化；</p>
<p>任职要求：</p>
<p>1.本科及以上学历，数学、统计、经济学或相关专业，至少两年线上数据分析经验，有互联网金融行业经验优先；</p>
<p>2.熟悉Matlab、R、SAS等至少一种以上统计软件编程操作，熟悉数据库编程操作 ，包括多元统计分析等应用分析技术，能熟练使用SPSS/SAS等常见统计软件，熟 练excel的统计功能，具备建模经验或VBA编程经验者优先；</p>
<p>3.良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；</p>
<p>4.具备良好的抗压能力、沟通能力、逻辑思维能力，有独立开展分析研究项目经验。</p>

        </div>"
小米小米商城招聘,电商数据分析,20k-30k,北京,经验5-10年,本科及以上,"<div>
        <p>工作职责：</p>
<p>1.负责电商业务相关的数据分析工作；</p>
<p>2.负责建立完善电商流量运营及产品营销相关数据体系；</p>
<p>3.负责电商平台重大项目数据解决方案，包括需求调研、数据方案规划以及协调各方资源推动落地实施等；</p>
<p> </p>
<p>工作要求：</p>
<p>1.大学本科以上学历。</p>
<p>2.五年以上丰富的相关数据分析经验，有数据体系的架构经验的优先。</p>
<p>3.对数据营销有很好的经验和认知，对数据有很高的敏感度，有很强的逻辑分析能力。</p>
<p>4.能够根据大项目的需求提出配套的综合数据解决方案。</p>
<p>5.熟悉互联网和手机行业，具备优秀的理解能力和业务判断能力。</p>

        </div>"
一点资讯产品部招聘,数据分析师,30k-35k,北京,经验不限,本科及以上,"<div>
        <p>岗位职责:<br>1、数据分析：跟进数据表现和波动，挖掘用户行为，帮助业务线发现、分析和解决问题；<br>2、数据策略：数据驱动产品，让数据说话，为产品决策提供支持；<br>3、数据工具：将数据分析逻辑抽象出来，配合数据平台产品实现数据系统；<br>4、数据报告：负责输出日常及专题报告；</p>
<p>任职资格:<br>1、3年以上数据分析相关经验，有互联网行业数据建模分析经验者优先； <br>2、熟悉MySQL，至少熟悉一门编程语言（php/python/shell等），有hadoop开发经验优先；<br>3、对数据敏感，逻辑严谨，沟通能力好，工作积极主动。</p>
        </div>"
小黑鱼科技有限公司业务部招聘,信用卡数据分析师-SH,15k-25k,上海,经验1-3年,本科及以上,"<div>
        <p>岗位职责:</p>
<p>1、信用卡以及消费信贷业务的基础数据建设。包含数据模型，维护数据质量，推动整合数据资源等，为公司量化决策管理提供支撑；</p>
<p>2、在了解信贷业务各产品风控策略的基础下，为风险管理提供数据支持及风险决策依据；</p>
<p>3、搭建业务报表体系，定期出具风险分析报告；</p>
<p>4、参与搭建监控体系，定期对现有业务的风险数据做监控，输出监控报表；</p>
<p>5、建立风险和信用的计量模型，设计并不断完善各类数据模型，推动风控模型的上线、投产、评估等工作。</p>
<p> </p>
<p>任职资格:</p>
<p>1、本科及以上学历，计算机、数理统计等专业优先。</p>
<p>2、2年以上数据分析工作经验，熟悉数据分析与数据挖掘理论。</p>
<p>3、熟悉运用Python、SAS、R、SQL中至少一种；</p>
<p>4、逻辑严谨，具备一定的数据分析能力与执行力，沟通能力良好，愿意理解业务场景；</p>
<p>5、有金融业经验者优先，有项目管理经验或团队管理经验优先。</p>

        </div>"
小米小米商城招聘,商业数据分析师,15k-30k,北京,经验1-3年,本科及以上,"<div>
        <p>【岗位职责】</p>
<p>1.负责电商零售业务数据的梳理分析，输出分析报告，为管理层提供决策支持；</p>
<p>2.深入业务，理解业务运作逻辑，利用数据分析手段，发现业务增长点并提出行动建议；</p>
<p>3.对业务运作进行数据监测、分析、统计，持续改进产品与运营策略；</p>
<p>4. 应用先进的统计建模、数据挖掘、机器学习等方法建立数据模型进行销量预测，优化供应链运作模型；</p>
<p>5.与团队内其他成员共同设计数据分析平台，建立数据分析的流程，规范和方法。</p>
<p>【任职要求】</p>
<p>1.本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业，3年及以上数据分析工作经验；</p>
<p>2.具有优秀的商业敏感度和突出的分析能力，能够灵活利用数据，设计分析方案解决复杂的商业问题；</p>
<p>3.具有较强结构化思维、逻辑思维能力，对数据敏感，具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断。</p>
<p>4.有数据建模实践经验（2年以上相关工作经验）者优先，.熟练使用至少一种数据分析工具（R、excel、spss、sas等）；</p>
<p>5.熟练使用SQL等数据库查询语言优先；有咨询背景优先。</p>
<p>6.重中之重，必须细致，追求工作结果的准确、过程的效率，专业和严谨。</p>

        </div>"
籁恩电商IT部门招聘,电商运营数据分析,7k-9k,上海,经验1-3年,本科及以上,"<div>
        <p>岗位职责：<br>1. 整理提供电商运营流程和报告；<br>2. 协助完成运营日常工作，以支持公司相关战略策略；<br>3. 梳理Tmall及其他电商平台的业务流程<br>4. 定期进行数据的汇总，并指定可行性强的方案<br>5. 隶属于IT部门，配合开发团队制定可靠的方案<br><br><br>任职要求：<br>1. 全日制本科及以上学历，统计或计算机管理相关专业；<br>2. 二年以上相关电商及数据分析工作经验；<br>3. 工作细致，责任心强，学习能力强，追求卓越；<br>4. 良好的沟通能力和团队合作精神；<br>5. 会使用至少一种数据挖掘工具，懂得数据挖掘者优先；<br>6. 有天猫、京东的运营和数据分析经验<br>7. 精通天猫的运营规则、货品上下架和售前售后业务流程及各种线上营销活动的流程<br>8. 精通EXCEL 会SPSS数据分析<br>9. 了解SQL SERVER数据库的优先 </p>

        </div>"
携程酒店研发部招聘,数据分析师,10k-20k,上海,经验1-3年,本科及以上,"<div>
        <p>工作职责：<br>1、负责数据分析与建模工作，通过大数据分析发现运营、产品中存在的问题及改进方向<br>2、用户行为分析建模，发掘用户需求<br>3、市场、竞品分析，为公司决策提供数据支持<br><br>任职资格：<br>1、数学、统计、计算机等相关专业本科及以上学历<br>2、熟悉Sql、hive数据库查询<br>3、熟悉并应用过回归、SVM、Xgboost、深度学习等机器学习算法，熟练使用R/Python等<br>4、良好的逻辑思维能力，对数据敏感，有新的分析角度，从数据中提炼结论，撰写报告<br>5、良好的沟通能力和团队合作精神，责任心强，有创新<br>6、有数据分析师相关岗位工作经验一年以上者优先""</p>
        </div>"
睿石新能源科技研发部招聘,数据分析,5k-8k,上海,经验不限,本科及以上,"<div>
        <p>1、 负责数据系统管理指标统计分析；<br>2、 整合数据系统基础数据，汇总成数据集形式；<br>3、 完成数据分析项目过程中的数据提取、数据分析、数据展示工作；<br>4、 完成所需业务数据的抽取，与部门同事配合，制作并完善数据系统相关分析数据、图表等；<br>5、 配合相关部门进行相关业务项目的数据分析工作，及时得出相关项目实施效果，从中发现业务问题，并及时改善业务运营情况；<br>6、 利用数据分析，对贷前及贷后数据源进行挖掘、深度分析，并形成分析报告，为公司运营决策、产品方向、销售策略提供数据支持。</p>
<p><br>任职要求：<br>1.数学、统计、金融数学或计算机等相关专业全日制本科以上学历；<br>2.熟练运用数据处理及基础数据分析方法；<br>3.良好的数据敏感度,能从海量数据提炼核心结果；<br>4.熟练使用EXCEL，会至少一门统计分析工具，熟练运用SAS统计分析工具优先；<br>5.为人耐心细致，工作认真，有求知欲，具敬业精神、沟通能力和团队合作精神；<br>6.至少有一年以上数据分析经验。</p>

        </div>"
百度商务搜索产品部招聘,资深数据分析师,25k-45k,北京,经验3-5年,硕士及以上,"<div>
        <p>工作职责</p>
<p>-通过对数据的敏锐洞察以及定性和定量分析，迅速定位内部问题或发现机会 <br></p>
<p>-负责大商业（凤巢&amp;展示广告）日常数据分析及监控，针对异常情况协调资源进行跟踪和深入分析 <br></p>
<p>-能根据实际业务完成较深入的专项数据分析，并形成数据分析报告 <br></p>
<p>-负责大商业数据分析体系建设和完善，挖掘流量、产品、策略方面的商业变现机会，驱动大商业业务发展</p>
<p><br></p>
<p>任职资格</p>
<p>-统计学、数学、经济学等相关专业，扎实的机器学习或数据挖掘理论和技术基础，具有相关领域较深入的技术应用的经验和能力 <br></p>
<p>-三年以上数据分析经验，至少熟练使用R、SQL、SAS、MATLAB、PYTHON中的一种，熟练掌握SQL，熟悉常用数据统计和分析方法 <br></p>
<p>-良好的沟通能力、团队合作精神、工作规划能力和主动意识 <br></p>
<p>-良好的逻辑思维能力、业务解读能力和快速学习能力，能够独立领导完整的数据分析项目 <br></p>
<p>-对数字比较敏感，热爱数据分析工作</p>

        </div>"
倍增科技运营部招聘,数据分析运营,10k-20k,上海,经验3-5年,本科及以上,"<div>
        <p class=""description"">职位描述：</p>
<p>工作职责：</p>
<p>1.   管理用户运营链条的各类关键数据，建立完整的数据运营体系，通过数据分析和数据产品驱动业务优化迭代；</p>
<p>2.   深入理解业务、产品、用户和场景，通过数据分析洞察业务关联，全面梳理用户运营体系；</p>
<p>3.   根据各类数据结果，并根据业务需求，提出运营或产品解决方案，推动业务落地；</p>
<p>4.   独立完成其他运营数据分析、数据建模等各类数据产品。</p>
<p><br></p>
<p>岗位要求：</p>
<p>1.   对数据敏感并有很强的洞察能力，快速从繁杂数据中发现问题；</p>
<p>2.   极强的业务学习能力，能够把数据和业务紧密联系；</p>
<p>3.   优秀的协调和沟通能力，能够推动数据和运营方案实施；</p>
<p>4.   3年以上数据运营或数据分析经验，掌握Hive或SQL，精通Excel；</p>
<p>5.   参与过用户运营项目的经验优先。</p>

        </div>"
新联在线运营中心招聘,资深数据分析,8k-16k,广州,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、负责数据小组日常运营工作；</p>
<p>2、支撑各个业务部门数据需求；</p>
<p>3、负责业务相关数据指标的计算挖掘；</p>
<p>4、负责数据建模以及数据服务化相关的设计和开发；</p>
<p><br></p>
<p>岗位要求：</p>
<p>1.本科以上，统计学、数学、金融学、计算机等相关专业，2年以上数据开发相关经验； </p>
<p>2.熟悉数据仓库，熟悉常用的数据库，oracle、mysql、sqlserver、PostgreSQL等至少熟悉一种或多种数据库； </p>
<p>3.强烈的团队合作精神，快速的执行力，锲而不舍的目标驱动，抗压能力强； </p>
<p>4.良好的沟通表达和文档交付能力； </p>
<p>5.有金融互联网数据分析经验的优先。</p>

        </div>"
小黑鱼科技有限公司风控部招聘,风控数据分析师,10k-20k,上海,经验1-3年,本科及以上,"<div>
        <p><strong>岗位职责:</strong></p>
<p>1、项目管理与推动。作为核心成员主导团队的运营优化、BI系统建设、营销自动化等项目；推动和支持公司的客户价值经营、风险定价、客户挽留、市场营销策略等重点项目。</p>
<p>2、信用卡以及消费信贷业务的基础数据建设。包含数据模型，维护数据质量，推动整合数据资源等，为公司量化决策管理提供支撑。</p>
<p>3、决策支持。为公司各业务部门提供报表开发以及支撑公司各业务部门的运营需求等。</p>
<p>4、主导业务专题分析。为公司各部门分析业务状况，推动业务部门的优化。</p>
<p>5、建立风险和信用的计量模型，设计并不断完善各类数据模型。</p>
<p>6、管理职责。承担一部分团队管理职责，为团队发展做出贡献。</p>
<p><br></p>
<p><strong>任职资格:</strong></p>
<p>1、本科及以上学历，计算机、数理统计等专业优先。</p>
<p>2、2年以上数据分析工作经验，熟悉数据分析与数据挖掘理论。</p>
<p>3、熟悉运用Python、SAS、R、SQL中至少一种；</p>
<p>4、逻辑严谨，具备一定的数据分析能力与执行力，沟通能力良好，愿意理解业务场景；</p>
<p>5、有金融业经验者优先，有项目管理经验或团队管理经验优先。<br></p>
        </div>"
宜信宜人贷招聘,广告投放数据分析岗,15k-25k,北京,经验1-3年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1、  负责对百度、360、搜索神马等竞价推广账户的关键词调价、挖掘、添加、调整，及创意优化工作；</p>
<p>2、  负责对网盟、DSP、信息流等展示广告进行投放，优化，降低营销成本，提升ROI。</p>
<p>3、每日检测所有投放的计划广告情况，并即时分析其原因；</p>
<p>4、通过数据逻辑对投放的关键词广告以及展示广告进行分析和优化，整理优化策略；</p>
<p>5、定期制定投放策略并提高转化率，降低转化成本，提高ROI；</p>
<p>6、阶段性竞争对手分析，提出调整方案，制定合理的优化方案。</p>
<p>任职要求： </p>
<p>1、1-3年网络广告投放实操经验；</p>
<p>2、熟悉SEM的原理和优化策略；</p>
<p>3、具备一定的数据逻辑分析能力，能客观的从数据分析出原因；</p>
<p>4、较好的口才表达能力;</p>
<p>5、有金融行业相关工作经验者优先。</p>

        </div>"
茄子快传数据分析招聘,数据分析师,15k-30k,北京,经验3-5年,本科及以上,"<div>
        <p>岗位职责：</p>
<p>1.  基于业务逻辑，建立业务数据模型、搭建业务运营指标体系，提供反映产品和运营状况的数据报表；</p>
<p>2.  能够深入了解业务、挖掘业务问题和痛点，通过数据分析为业务决策、产品方向、运营策略提供数据支持；</p>
<p>3.  持续跟踪业务数据，监测业务发展态势，为业务指标异常提供预警、监测和解读；</p>
<p>4.  针对分析定位到的运营环节问题，进行详细的数据分析解读，推进执行优化改进方案。</p>
<p> 任职要求：</p>
<p>1.  本科以上学历；</p>
<p>2.  具有2年以上移动互联网公司工作经验；</p>
<p>3.  逻辑思维及独立思考能力强，具有高度的数据敏感性与洞察力，高度的责任心和执行力，工作主动自驱；</p>
<p>4.  负责过完整的数据分析项目，对业务发展具有明确、可量化的价值输出与优化增长实例；<br> </p>
<p>5.  具有跨团队、部门的项目资源整合能力，能够独立开展研究项目。</p>
<p>公司简介：</p>
<p>茄子快传是一家专注从事移动互联网软件研发的科技公司，2011年从联想内部孵化，2015年单独拆分转型出海，产品面向全球互联网市场，业务遍及全球 200 多个国家和地区。</p>
<p>茄子快传在全球市场拥有超14亿用户，市场遍及北美、南美、东南亚、中东、欧洲等多个地区，长期稳居90多个国家Google Play及App Store应用榜单榜首，长期稳居Google Play首页推荐。</p>
<p>茄子快传已成为全球发展最快的移动互联网公司之一，目前C轮融资即将完成，融资完成后将成为独角兽。</p>
<p>2017年9月，茄子快传CEO仇俊和滴滴CEO程维、美团CEO王兴、猎豹CEO傅盛等共同入选《财富》杂志“2017中国40位40岁以下商界精英”榜单。</p>
<p><br></p>
<p>福利优势：</p>
<p>弹性上班不打卡，每天上下午都有茶点，餐补+交通补，13薪+N个月年终奖，五险一金+补充商业保险，每年15天带薪年假+带薪病假，表现好的可能会有期权激励，每年都有涨薪机会，另外Boss可能会有不定期直接现金奖励等等。</p>
<p><br></p>
<p> <br></p>

        </div>"
畅游BI招聘,高级数据分析师,15k-25k,北京,经验3-5年,本科及以上,"<div>
        <p>工作职责</p>
<p>1、可独立或带领团队完成数据挖掘工作；<br>2、能独立思考，发觉业务方向/数据价值； <br>3、在数据产品研发中进行数据建模、挖掘、数据处理；<br>4、基于对数据的理解和业务需求，参与业务模型优化，提升产品体验或商业变现能力</p>
<p><br>任职资格</p>
<p>1、计算机专业研究生及以上学历，具备扎实的统计学，数据挖掘，机器学习理论基础，在大数据领域有3年或以上的相关工作经验<br>2、熟悉聚类、分类、回归等机器学习算法，有实际的算法开发经验和建模经验<br>3、熟练使用spark、精通SQL，熟悉Linux平台，熟悉python或R；<br>4、精通一种编程语言，具有很强的开发能力，有大规模数据处理程序的开发经验，注重程序性能<br>5、熟悉自然语言处理相关技术者优先<br>6、有良好的团队合作意识, 积极主动的工作态度，快速学习能力和较好的沟通表达能力，有进取精神、善于学习、思维敏捷、善于创新<br>7、热爱游戏者优先</p>

        </div>"
顺网科技数据中心招聘,数据分析师,15k-30k,杭州,经验3-5年,本科及以上,"<div>
        <p>工作职责：<br>1、全方位分析业务状况，判定业务发展趋势，为公司运营决策、产品方向、销售策略提供数据支持；<br>2、监控业务数据，分析诊断业务运营中的问题，并推动业务问题的解决；<br>3、进行用户行为分析，构建平台用户画像，搭建模型挖掘用户群体行为特征，提升业务指标和用户体验；<br>4、研究个性化推荐、精准营销、信息流等业务模式，推动大数据在互联网产品中的应用；<br>5、聚焦业务问题，开展业务调研，独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题；<br>6、沉淀思路与框架，提炼数据产品需求，与产品、研发等团队，协作并推动数据产品落地，实现数据产品化。<br><br>任职资格：<br>1、全日制本科以上学历，要求统计、数学、IT类、工程类等专业，一年以上互联网公司数据分析相关工作经验；<br>2、熟悉数据挖掘的常用算法（线性回归、逻辑回归、关联分析、聚类、分类等），拥有海量数据处理和挖掘经验者优先；<br>3、熟练使用各种办公软件，如PPT、EXCEL等，能独立撰写数据分析报告，从数据中发现有价值的规律；<br>4、精通SQL/HIVE SQL，精通至少一种数据分析工具（Python/R/SAS/SPSS/MATLAB等）；<br>5、逻辑思维能力强，对数据敏感，能够及时发现业务中的关键问题； <br>6、有大项目的经验，有丰富的跨团队、跨部门的项目资源整合能力，能够独立开展研究项目者优先；<br>7、有强烈的责任心、沟通、协调能力以及团队合作精神。<br>8、有用户画像、计算广告、推荐引擎等项目经验优先，有数据化运营、数据产品类规划经验的优先。</p>
<p>1、全方位分析业务状况，判定业务发展趋势，为公司运营决策、产品方向、销售策略提供数据支持；</p>
<p>2、监控业务数据，分析诊断业务运营中的问题，并推动业务问题的解决；</p>
<p>3、进行用户行为分析，构建平台用户画像，搭建模型挖掘用户群体行为特征，提升业务指标和用户体验；</p>
<p>4、研究个性化推荐、精准营销、信息流等业务模式，推动大数据在互联网产品中的应用；</p>
<p>5、聚焦业务问题，开展业务调研，独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题；</p>
<p>6、沉淀思路与框架，提炼数据产品需求，与产品、研发等团队，协作并推动数据产品落地，实现数据产品化。</p>
        </div>"
